OBX,Last,High,Low,Official turnover (NOK)
22.08.07,388.9365,390.4375,380.764,"8,934,717,292.00"
21.08.07,380.764,389.3604,380.764,"8,106,769,919.00"
20.08.07,386.7111,391.4612,380.6706,"7,826,546,884.00"
17.08.07,380.6706,383.9036,365.1147,"15,254,021,204.00"
16.08.07,370.5829,386.0011,370.0552,"14,359,207,722.00"
15.08.07,386.0011,392.8869,380.1354,"11,539,446,374.00"
14.08.07,392.8869,396.8159,389.2661,"6,962,788,412.00"
13.08.07,393.5112,395.9223,386.1448,"9,495,640,584.00"
10.08.07,386.1448,396.8401,378.4426,"14,066,868,759.00"
09.08.07,396.8401,411.7335,394.6765,"16,096,395,814.00"
08.08.07,410.8963,411.0464,397.7533,"11,330,468,100.00"
07.08.07,397.7533,403.8663,392.4383,"10,059,307,568.00"
06.08.07,392.4383,404.379,392.1513,"8,324,527,757.00"
03.08.07,404.379,415.3587,402.9823,"6,951,206,426.00"
02.08.07,412.0953,414.9416,407.8061,"8,209,893,909.00"
01.08.07,408.9751,418.4344,404.3252,"8,840,539,877.00"
31.07.07,418.4344,420.8825,411.1612,"8,660,114,956.00"
30.07.07,411.1612,414.3846,405.94,"8,486,913,912.00"
27.07.07,409.946,416.1506,406.6141,"9,818,450,942.00"
26.07.07,416.1506,430.8013,415.9413,"8,578,464,528.00"
25.07.07,427.1158,431.0512,426.0717,"7,341,427,722.00"
24.07.07,430.2504,441.0745,430.1827,"8,458,911,065.00"
23.07.07,440.6685,442.8401,437.8412,"6,052,452,630.00"
20.07.07,440.7297,445.7787,440.6439,"5,178,583,645.00"
19.07.07,444.1238,445.5264,437.613,"7,136,157,001.00"
18.07.07,437.613,437.9284,433.6817,"6,402,574,724.00"
17.07.07,437.9284,440.8246,435.1932,"6,773,039,268.00"
16.07.07,440.4053,441.8385,438.8742,"5,161,220,229.00"
13.07.07,440.229,443.9363,438.6274,"8,970,041,617.00"
12.07.07,438.6274,439.5394,432.6363,"9,756,826,923.00"
11.07.07,432.6363,432.7406,428.2565,"6,712,777,693.00"
10.07.07,432.5551,436.7466,430.9646,"5,610,383,573.00"
09.07.07,435.5405,438.7363,432.7507,"5,225,160,852.00"
06.07.07,432.7507,434.5823,431.8503,"5,919,446,581.00"
05.07.07,434.5757,437.0081,430.1591,"7,904,104,128.00"
04.07.07,434.379,435.1416,429.8494,"6,561,983,453.00"
03.07.07,429.8527,432.3423,428.4344,"7,687,010,024.00"
02.07.07,428.6594,429.4193,425.4499,"6,861,695,613.00"
29.06.07,426.5158,428.7019,422.1421,"9,821,125,362.00"
28.06.07,422.3392,423.3709,411.6352,"10,328,061,552.00"
27.06.07,411.6352,417.9083,411.1347,"7,910,887,264.00"
26.06.07,417.9083,420.2441,415.8017,"8,881,735,467.00"
25.06.07,420.0352,421.9554,417.3874,"6,196,949,233.00"
22.06.07,421.9554,425.2986,421.0223,"7,765,074,089.00"
21.06.07,423.9012,424.5742,420.3644,"10,701,311,422.00"
20.06.07,424.5377,427.5024,423.1332,"7,211,252,427.00"
19.06.07,423.1332,426.8886,422.5136,"8,720,063,625.00"
18.06.07,423.2457,425.8516,421.7744,"7,914,485,113.00"
15.06.07,422.2205,422.236,413.5326,"8,707,761,209.00"
14.06.07,413.5326,413.5411,402.9174,"8,311,588,707.00"
13.06.07,402.9174,404.5141,397.7988,"7,653,581,034.00"
12.06.07,401.8683,410.145,401.5827,"7,044,152,144.00"
11.06.07,406.6866,408.8441,402.7399,"6,170,531,692.00"
08.06.07,402.7399,404.0366,394.5574,"8,822,952,808.00"
07.06.07,404.0366,411.2886,401.1121,"8,258,577,851.00"
06.06.07,407.4041,416.5048,406.0902,"8,698,820,719.00"
05.06.07,414.9433,420.2603,414.431,"7,725,231,916.00"
04.06.07,416.8657,420.3723,415.7042,"6,789,987,770.00"
01.06.07,418.9783,419.3671,414.4235,"7,611,969,205.00"
31.05.07,414.5523,415.608,406.9715,"11,726,342,917.00"
30.05.07,406.9715,408.4738,403.3605,"8,800,410,233.00"
29.05.07,408.4738,413.4895,408.3747,"5,831,963,322.00"
25.05.07,411.067,416.2534,410.0819,"7,522,951,402.00"
24.05.07,416.2534,418.1118,412.7036,"6,844,133,968.00"
23.05.07,418.0269,418.14,413.4093,"6,976,030,369.00"
22.05.07,414.0973,415.3665,410.9741,"7,896,816,642.00"
21.05.07,412.608,414.5729,407.6949,"8,830,733,704.00"
18.05.07,407.9324,408.2991,400.9815,"7,921,916,770.00"
16.05.07,400.9815,403.0567,398.8605,"8,245,214,927.00"
15.05.07,399.6835,399.8953,392.934,"8,069,803,886.00"
14.05.07,394.6495,397.3371,393.2494,"5,362,605,748.00"
11.05.07,393.2494,398.1294,389.5423,"7,704,689,090.00"
10.05.07,398.1294,399.9004,395.1646,"8,145,466,400.00"
09.05.07,399.9004,403.8829,398.7452,"7,078,486,911.00"
08.05.07,400.2913,411.5419,399.5666,"11,439,466,970.00"
07.05.07,410.8657,413.0341,407.1133,"8,861,898,462.00"
04.05.07,408.9045,409.2312,405.2532,"8,398,384,351.00"
03.05.07,405.2532,406.4353,401.7648,"9,120,802,868.00"
02.05.07,404.2505,404.2681,398.972,"8,813,764,920.00"
30.04.07,398.972,401.4603,396.7827,"4,390,011,805.00"
27.04.07,396.902,401.0261,395.6593,"6,622,051,117.00"
26.04.07,400.789,403.7057,398.0309,"6,256,985,458.00"
25.04.07,398.0309,400.3643,394.8564,"6,454,323,108.00"
24.04.07,395.5688,399.1524,394.963,"8,079,700,462.00"
23.04.07,398.0344,398.5374,393.9779,"6,281,585,611.00"
20.04.07,393.9779,394.3715,387.5433,"6,890,812,165.00"
19.04.07,387.5433,389.1638,384.5008,"6,950,480,784.00"
18.04.07,389.1638,394.108,388.565,"8,110,758,600.00"
17.04.07,394.108,395.2601,393.1421,"6,192,011,055.00"
16.04.07,393.9957,394.4833,390.1753,"5,700,768,660.00"
13.04.07,390.1753,391.8086,386.8902,"7,647,403,729.00"
12.04.07,386.8902,390.6634,385.8152,"7,252,250,235.00"
11.04.07,390.6634,394.5829,390.5224,"8,817,460,817.00"
10.04.07,392.3701,392.4193,388.1435,"8,369,271,895.00"
04.04.07,389.5552,390.9053,389.00,"2,752,849,640.00"
03.04.07,389.6062,390.0156,387.2403,"5,038,187,606.00"
02.04.07,387.2403,388.9381,384.6838,"4,057,582,553.00"
30.03.07,386.1561,389.7205,386.0677,"8,378,341,400.00"
29.03.07,386.9715,388.5812,383.7576,"7,191,520,919.00"
28.03.07,384.4108,384.7624,380.5137,"6,867,040,682.00"
27.03.07,380.5137,387.7363,380.5137,"6,798,619,859.00"
26.03.07,384.3693,390.2934,384.335,"7,561,185,039.00"
23.03.07,386.905,386.9481,382.3895,"7,086,400,234.00"
22.03.07,383.0203,385.2167,380.5383,"10,827,906,327.00"
21.03.07,381.6906,381.9185,377.0257,"6,504,919,035.00"
20.03.07,377.8125,378.7318,374.1823,"6,357,839,223.00"
19.03.07,375.116,375.9695,368.1351,"6,791,077,706.00"
16.03.07,368.1351,369.2102,363.6498,"7,929,067,523.00"
15.03.07,366.6487,368.4972,363.1779,"7,687,139,151.00"
14.03.07,363.4256,370.2041,359.1494,"8,990,270,179.00"
13.03.07,370.2041,373.608,368.4114,"7,364,488,800.00"
12.03.07,371.2997,374.8676,369.4614,"5,351,692,237.00"
09.03.07,372.2284,375.8947,369.6943,"7,482,076,443.00"
08.03.07,374.2579,375.7337,365.9769,"9,437,438,695.00"
07.03.07,365.9769,369.3198,364.5511,"8,848,569,564.00"
06.03.07,365.5486,366.6227,361.7132,"8,821,318,549.00"
05.03.07,361.7132,367.8625,354.5003,"10,269,696,295.00"
02.03.07,367.8625,370.8965,363.9412,"10,985,261,103.00"
01.03.07,364.6426,377.3495,360.1073,"14,533,346,423.00"
28.02.07,369.5553,375.9733,365.1215,"14,196,795,770.00"
27.02.07,375.9733,390.4132,373.1703,"13,249,710,633.00"
26.02.07,390.4132,390.7561,386.6936,"10,179,797,347.00"
23.02.07,386.6936,388.3542,384.4389,"8,177,009,789.00"
22.02.07,384.4389,387.1851,383.9038,"8,312,678,966.00"
21.02.07,384.7214,388.121,382.8766,"7,451,771,582.00"
20.02.07,385.466,391.3518,384.0808,"7,834,710,337.00"
19.02.07,390.5955,391.0353,385.1007,"6,417,326,442.00"
16.02.07,387.8004,391.9976,385.9995,"9,643,681,941.00"
15.02.07,389.3924,397.8441,389.3924,"12,192,783,425.00"
14.02.07,397.8441,398.5578,393.5793,"8,373,270,672.00"
13.02.07,393.6491,393.7672,389.6439,"8,987,276,033.00"
12.02.07,389.9572,395.36,389.8156,"7,302,246,952.00"
09.02.07,395.36,395.6214,390.4174,"8,708,530,975.00"
08.02.07,390.4174,394.8148,389.5339,"8,529,156,917.00"
07.02.07,394.5577,396.0892,392.9951,"11,050,694,442.00"
06.02.07,394.5756,395.4821,392.3453,"9,283,319,080.00"
05.02.07,393.4804,395.3541,392.4656,"8,252,909,851.00"
02.02.07,392.6966,394.2775,390.2363,"10,418,574,694.00"
01.02.07,390.2363,392.6423,387.1117,"9,059,518,634.00"
31.01.07,387.1117,389.8075,385.5365,"10,845,856,468.00"
30.01.07,385.5365,387.6307,384.1629,"7,399,267,720.00"
29.01.07,387.6307,388.1652,384.941,"11,199,723,420.00"
26.01.07,385.0926,385.8435,379.6513,"8,996,928,897.00"
25.01.07,383.1111,390.3033,382.7027,"8,602,351,338.00"
24.01.07,386.8739,388.1774,380.7642,"13,552,037,572.00"
23.01.07,380.7642,381.8847,377.9706,"9,101,992,335.00"
22.01.07,380.9048,382.6366,376.6275,"7,994,102,093.00"
19.01.07,376.6275,376.6275,367.7311,"9,105,899,748.00"
18.01.07,371.1557,373.6563,368.4173,"11,260,109,351.00"
17.01.07,368.4173,372.924,365.8336,"11,610,042,862.00"
16.01.07,371.9632,373.8968,369.9156,"9,632,969,779.00"
15.01.07,373.2738,373.5184,362.5937,"10,298,610,152.00"
12.01.07,362.5937,364.38,358.7803,"12,920,537,553.00"
11.01.07,361.9541,362.1827,352.6666,"13,522,046,816.00"
10.01.07,354.3088,359.4517,354.2438,"11,277,606,952.00"
09.01.07,359.2066,365.8427,358.3318,"13,149,834,025.00"
08.01.07,365.3253,367.2776,360.5603,"7,430,303,243.00"
05.01.07,360.5603,361.5433,353.7738,"11,469,839,547.00"
04.01.07,361.0892,371.0559,361.0892,"10,192,922,083.00"
03.01.07,371.0559,377.551,371.0559,"8,433,717,682.00"
02.01.07,376.524,377.1564,371.2063,"4,234,619,603.00"
29.12.06,371.3697,373.0117,371.3288,"2,805,674,437.00"
28.12.06,372.1338,372.1348,368.6306,"3,011,784,097.00"
27.12.06,368.6306,369.9183,366.2477,"3,708,124,458.00"
22.12.06,366.9697,368.6634,365.6524,"5,103,415,362.00"
21.12.06,366.4367,370.3095,366.2489,"7,194,014,961.00"
20.12.06,370.3095,370.4293,365.1378,"9,545,766,367.00"
19.12.06,365.1378,370.1277,361.964,"15,414,202,917.00"
18.12.06,370.1277,378.6202,360.181,"28,236,925,235.00"
15.12.06,360.181,360.181,356.9745,"7,633,254,275.00"
14.12.06,356.9745,357.158,350.3232,"9,128,144,574.00"
13.12.06,350.3232,352.111,349.0594,"6,462,588,594.00"
12.12.06,352.036,352.0701,347.6779,"6,366,741,782.00"
11.12.06,349.6648,351.3977,348.1285,"5,631,764,612.00"
08.12.06,348.608,350.1119,346.3336,"7,624,506,541.00"
07.12.06,347.2202,349.6717,346.7422,"6,701,218,392.00"
06.12.06,347.4698,350.80,346.0653,"7,959,954,802.00"
05.12.06,349.6971,351.0554,346.6249,"7,857,520,132.00"
04.12.06,346.6249,349.4395,345.2934,"6,296,974,216.00"
01.12.06,345.2934,350.7163,344.5461,"6,657,172,577.00"
30.11.06,346.4513,350.6775,346.0986,"9,897,321,438.00"
29.11.06,346.0986,346.108,338.3965,"9,819,564,449.00"
28.11.06,338.3965,342.928,337.0536,"8,125,278,689.00"
27.11.06,342.7889,349.6558,342.4916,"5,833,588,333.00"
24.11.06,347.3527,347.9427,342.0675,"6,690,442,502.00"
23.11.06,347.3569,351.5429,347.3566,"5,069,105,742.00"
22.11.06,350.4158,355.9902,350.4158,"7,454,294,799.00"
21.11.06,351.3744,351.4107,347.0065,"6,400,924,058.00"
20.11.06,347.0065,347.9274,342.0499,"6,217,994,517.00"
17.11.06,343.8499,354.8656,342.7062,"13,888,241,990.00"
16.11.06,354.8656,355.3523,351.0658,"8,358,833,790.00"
15.11.06,352.4901,352.5811,349.924,"7,411,557,611.00"
14.11.06,349.9583,351.4462,346.7251,"7,732,254,504.00"
13.11.06,346.7251,348.2961,344.6017,"8,851,103,968.00"
10.11.06,346.0834,349.6218,345.8254,"7,861,142,718.00"
09.11.06,349.6218,351.5381,346.8174,"9,295,521,641.00"
08.11.06,346.8174,347.1728,344.057,"7,104,097,610.00"
07.11.06,346.2367,352.9314,345.5893,"8,820,577,014.00"
06.11.06,350.1092,350.1092,342.5694,"6,780,221,861.00"
03.11.06,342.5694,342.6026,337.3295,"7,148,762,220.00"
02.11.06,337.3295,341.2219,336.5504,"7,977,733,431.00"
01.11.06,340.6755,342.358,337.9265,"7,040,472,639.00"
31.10.06,337.9265,339.2516,334.9348,"7,910,938,980.00"
30.10.06,335.7843,340.1702,334.9282,"5,943,943,910.00"
27.10.06,340.0925,342.1677,338.9116,"7,398,551,812.00"
26.10.06,340.0583,341.9681,333.2729,"9,254,802,805.00"
25.10.06,333.2729,336.3979,332.8376,"7,397,871,103.00"
24.10.06,334.6702,334.6794,330.8421,"9,011,137,090.00"
23.10.06,332.5174,336.4137,331.8461,"6,757,140,631.00"
20.10.06,336.4137,338.8291,335.4063,"9,624,206,315.00"
19.10.06,335.4063,335.4605,329.873,"8,542,396,296.00"
18.10.06,332.7884,332.9875,328.3889,"8,974,664,334.00"
17.10.06,328.9521,333.3276,328.4293,"10,003,474,095.00"
16.10.06,330.375,330.9898,325.2753,"11,104,368,733.00"
13.10.06,325.2753,325.3792,319.3699,"8,922,345,089.00"
12.10.06,319.3699,319.4273,314.9509,"6,864,094,054.00"
11.10.06,315.5194,317.2252,314.1119,"7,678,734,994.00"
10.10.06,316.3342,317.0082,313.2013,"8,182,810,061.00"
09.10.06,313.2013,313.8259,309.8302,"9,375,675,578.00"
06.10.06,309.8302,311.9175,309.67,"5,591,561,345.00"
05.10.06,310.1986,311.1378,304.8316,"10,565,594,820.00"
04.10.06,304.8316,305.3227,297.2493,"13,068,930,828.00"
03.10.06,301.6706,308.7767,301.1547,"8,075,550,389.00"
02.10.06,308.7767,311.9452,308.0382,"5,790,152,293.00"
29.09.06,309.9492,310.2713,307.5072,"8,406,293,897.00"
28.09.06,310.2713,314.1768,308.9705,"8,539,675,628.00"
27.09.06,308.9705,310.0675,303.3343,"9,160,375,929.00"
26.09.06,303.3343,303.3343,294.2638,"8,594,285,197.00"
25.09.06,294.2638,305.5906,294.235,"9,196,695,820.00"
22.09.06,305.5906,308.5662,305.4165,"6,845,922,444.00"
21.09.06,306.7277,313.735,306.4719,"10,058,981,007.00"
20.09.06,313.735,315.3606,311.2637,"8,881,205,304.00"
19.09.06,315.3606,317.3604,313.6872,"8,152,960,214.00"
18.09.06,314.0488,315.0328,311.1973,"6,682,790,648.00"
15.09.06,311.1973,314.4842,311.0441,"7,334,927,763.00"
14.09.06,314.2294,320.5952,313.6805,"7,919,573,505.00"
13.09.06,315.0053,315.4303,309.966,"8,056,736,933.00"
12.09.06,311.1065,312.7508,307.9061,"10,223,448,069.00"
11.09.06,309.7392,321.1221,309.627,"8,762,089,849.00"
08.09.06,321.1221,324.6504,320.6063,"6,653,102,926.00"
07.09.06,322.0566,324.6863,319.0723,"9,102,895,674.00"
06.09.06,324.6863,334.0162,324.3386,"9,061,977,767.00"
05.09.06,332.46,333.1005,330.0235,"7,602,342,960.00"
04.09.06,330.8219,331.004,326.0132,"4,664,173,048.00"
01.09.06,326.2739,327.1523,321.6302,"7,035,938,987.00"
31.08.06,321.6302,323.9345,320.8043,"7,514,131,051.00"
30.08.06,322.4524,322.9702,318.0712,"7,108,627,908.00"
29.08.06,318.0712,323.3794,318.0174,"5,933,129,879.00"
28.08.06,321.8618,323.9212,320.765,"3,585,632,741.00"
25.08.06,323.9212,326.512,323.0495,"5,689,918,143.00"
24.08.06,324.3851,326.4245,322.1899,"5,284,844,970.00"
23.08.06,326.4245,327.3806,323.3147,"6,494,389,660.00"
22.08.06,323.6322,325.4607,321.6515,"5,883,056,312.00"
21.08.06,323.512,324.4437,317.1045,"6,204,418,098.00"
18.08.06,317.1045,320.0959,314.6602,"6,912,503,965.00"
17.08.06,315.4951,318.2686,314.6374,"6,458,885,939.00"
16.08.06,318.2686,319.6187,315.9004,"5,494,189,270.00"
15.08.06,317.2261,317.4928,312.5073,"5,997,763,789.00"
14.08.06,313.5885,316.8145,313.2146,"5,040,461,714.00"
11.08.06,315.6063,320.3611,315.3122,"6,681,469,872.00"
10.08.06,316.2127,321.0479,314.2102,"5,681,449,762.00"
09.08.06,321.0479,324.1222,317.3814,"7,453,565,955.00"
08.08.06,323.1951,326.1535,322.1441,"5,882,464,867.00"
07.08.06,323.0701,323.7324,319.7287,"4,527,953,056.00"
04.08.06,322.09,325.458,321.0801,"5,150,230,599.00"
03.08.06,322.3328,328.438,321.0582,"4,580,141,452.00"
02.08.06,327.684,327.9491,322.9918,"3,951,726,473.00"
01.08.06,322.9918,327.5403,321.9548,"4,923,802,319.00"
31.07.06,321.9548,323.1606,319.0743,"4,571,132,729.00"
28.07.06,321.7357,324.6769,321.7258,"3,690,477,292.00"
27.07.06,324.6769,325.6621,319.64,"5,637,914,642.00"
26.07.06,319.64,320.9657,318.0073,"3,567,039,350.00"
25.07.06,319.1074,319.4805,308.7081,"5,138,153,093.00"
24.07.06,308.7081,309.0183,305.6976,"2,624,368,961.00"
21.07.06,307.5254,313.7877,306.8732,"3,378,861,167.00"
20.07.06,313.7877,318.7231,310.6542,"4,652,849,084.00"
19.07.06,310.6542,311.8974,306.6242,"4,145,878,415.00"
18.07.06,309.1459,314.1547,305.1946,"5,144,525,512.00"
17.07.06,314.1547,321.9017,313.4845,"5,322,080,856.00"
14.07.06,320.2092,324.6173,319.4165,"4,707,272,569.00"
13.07.06,324.1542,329.346,322.2204,"6,189,093,605.00"
12.07.06,328.3534,329.2192,322.3064,"6,177,730,339.00"
11.07.06,322.3064,322.7636,319.3038,"5,219,003,308.00"
10.07.06,322.7636,325.6348,321.3616,"3,861,664,368.00"
07.07.06,325.6348,326.6048,319.9206,"4,894,390,473.00"
06.07.06,322.2961,323.255,316.7327,"4,654,259,089.00"
05.07.06,316.7327,323.3479,316.7327,"4,280,432,735.00"
04.07.06,323.0516,324.6255,321.0324,"3,632,937,931.00"
03.07.06,321.0324,321.9306,315.6469,"4,436,816,944.00"
30.06.06,315.6469,323.8364,313.3013,"8,319,768,879.00"
29.06.06,314.4502,316.3162,310.9465,"5,571,408,804.00"
28.06.06,310.9465,315.3633,309.318,"5,834,604,557.00"
27.06.06,315.3633,315.4434,307.5145,"6,120,731,740.00"
26.06.06,307.5145,311.3675,307.0897,"4,510,615,731.00"
23.06.06,308.7761,308.8387,300.1172,"6,062,251,840.00"
22.06.06,300.1172,304.9888,295.7859,"7,448,088,630.00"
21.06.06,295.7859,296.1106,288.3744,"6,474,414,192.00"
20.06.06,294.7032,298.1614,292.9599,"6,301,376,361.00"
19.06.06,298.1614,303.7608,297.3304,"4,294,940,823.00"
16.06.06,297.3304,312.5549,296.5726,"7,694,556,991.00"
15.06.06,302.3245,302.3245,285.6102,"7,295,080,775.00"
14.06.06,285.6102,289.2906,280.2428,"7,824,318,898.00"
13.06.06,284.8108,295.6411,280.2207,"9,070,597,475.00"
12.06.06,295.6411,308.2784,295.6411,"6,634,495,122.00"
09.06.06,304.0857,307.6767,297.7211,"5,941,466,078.00"
08.06.06,297.7211,316.0472,296.9434,"9,826,059,521.00"
07.06.06,316.0472,321.6498,314.7186,"6,476,653,251.00"
06.06.06,317.6372,327.1285,316.7772,"6,153,995,710.00"
02.06.06,327.1285,329.3442,320.2242,"6,269,432,962.00"
01.06.06,320.2242,324.0345,317.6699,"7,355,822,784.00"
31.05.06,317.6699,321.9018,307.7864,"10,782,714,063.00"
30.05.06,317.8788,327.0743,317.1901,"6,685,224,748.00"
29.05.06,327.0007,328.3846,319.9707,"3,443,921,154.00"
26.05.06,319.9707,322.4939,307.5643,"6,607,384,635.00"
24.05.06,307.5643,316.7096,304.4228,"7,972,656,403.00"
23.05.06,316.7096,316.7355,295.5428,"9,118,941,182.00"
22.05.06,295.5428,310.1853,294.6491,"8,919,023,408.00"
19.05.06,310.1853,318.4248,309.8376,"8,556,970,841.00"
18.05.06,310.8361,329.3951,310.6226,"11,349,686,195.00"
16.05.06,329.3951,333.0723,326.3102,"9,541,428,487.00"
15.05.06,329.9509,346.9044,328.305,"9,119,816,007.00"
12.05.06,346.9044,357.1212,346.129,"6,678,783,220.00"
11.05.06,357.1212,360.3668,355.8325,"8,476,635,424.00"
10.05.06,355.8325,356.9675,354.4868,"6,491,314,019.00"
09.05.06,354.4868,354.9796,350.2667,"6,957,842,474.00"
08.05.06,350.2667,356.6898,349.8128,"9,802,822,013.00"
05.05.06,353.763,354.6559,351.051,"7,233,531,970.00"
04.05.06,352.2355,352.3524,345.7114,"7,956,534,559.00"
03.05.06,347.1129,349.9609,344.2799,"7,560,184,463.00"
02.05.06,344.2799,344.9126,338.6177,"6,048,594,601.00"
28.04.06,338.6177,340.495,336.2542,"9,155,783,835.00"
27.04.06,340.495,349.7074,336.0515,"11,646,351,387.00"
26.04.06,349.5784,351.2681,347.7129,"7,196,495,671.00"
25.04.06,348.5475,352.4823,348.4702,"8,999,745,421.00"
24.04.06,351.5968,353.2813,347.4771,"8,448,094,462.00"
21.04.06,347.6949,347.8443,343.588,"9,132,386,331.00"
20.04.06,345.5813,346.1533,337.9853,"8,990,928,097.00"
19.04.06,337.9853,338.8089,335.5705,"6,278,443,827.00"
18.04.06,335.728,337.5905,330.3105,"6,406,284,404.00"
12.04.06,330.3105,335.0797,329.8292,"2,804,878,201.00"
11.04.06,334.9222,339.8621,334.4422,"4,875,435,282.00"
10.04.06,335.7421,335.8656,330.991,"4,767,725,221.00"
07.04.06,331.1181,332.6741,331.0809,"5,784,685,344.00"
06.04.06,332.2054,334.2442,328.1067,"5,460,903,242.00"
05.04.06,328.1067,329.2726,324.9846,"5,493,263,807.00"
04.04.06,324.98,331.16,324.98,"6,801,576,646.00"
03.04.06,331.1585,332.4958,328.4569,"5,012,537,731.00"
31.03.06,328.6144,332.929,328.216,"5,087,013,783.00"
30.03.06,331.3445,332.7254,328.0576,"7,291,093,135.00"
29.03.06,328.0576,328.7224,323.4129,"6,455,763,708.00"
28.03.06,323.4129,326.7327,323.368,"6,622,210,789.00"
27.03.06,323.8349,325.7082,322.3087,"4,390,282,659.00"
24.03.06,323.3036,323.9606,318.7717,"6,733,930,631.00"
23.03.06,320.0561,320.37,315.7111,"6,701,032,209.00"
22.03.06,315.7111,316.0764,311.6412,"5,431,233,628.00"
21.03.06,311.8084,316.1537,311.2619,"5,867,989,519.00"
20.03.06,316.1537,319.1445,315.2037,"4,785,899,226.00"
17.03.06,315.7855,316.903,312.6826,"6,390,655,688.00"
16.03.06,312.6826,312.6826,309.9133,"5,092,610,865.00"
15.03.06,309.9741,311.2697,308.433,"4,269,824,446.00"
14.03.06,308.433,309.4548,307.8467,"4,263,935,281.00"
13.03.06,307.8467,308.7302,305.4723,"3,031,878,202.00"
10.03.06,305.4723,307.3226,304.7436,"3,244,320,707.00"
09.03.06,306.4329,307.6359,304.6411,"4,287,197,616.00"
08.03.06,304.9987,308.6758,302.5032,"8,097,396,582.00"
07.03.06,308.2525,311.0067,307.43,"7,035,796,508.00"
06.03.06,311.0067,315.2086,310.9934,"5,599,483,794.00"
03.03.06,313.255,313.7812,308.3911,"8,021,138,916.00"
02.03.06,310.3533,312.6438,308.9596,"6,466,666,260.00"
01.03.06,308.9596,309.5402,305.5932,"4,933,203,744.00"
28.02.06,305.5932,309.937,304.5748,"5,374,893,147.00"
27.02.06,309.937,311.5444,309.3779,"4,805,675,821.00"
24.02.06,310.6656,310.6656,305.8164,"6,105,482,785.00"
23.02.06,305.8164,307.1944,303.2597,"5,494,397,421.00"
22.02.06,303.9743,306.7716,303.477,"7,458,672,695.00"
21.02.06,306.1574,308.4962,305.0376,"6,240,867,353.00"
20.02.06,305.1401,306.04,300.2821,"5,362,786,592.00"
17.02.06,300.2821,301.514,296.723,"6,558,278,890.00"
16.02.06,296.723,296.723,292.9698,"7,779,214,224.00"
15.02.06,295.3792,295.3792,290.335,"7,336,760,389.00"
14.02.06,290.335,294.377,288.1699,"9,665,525,279.00"
13.02.06,294.377,297.6221,293.9271,"6,311,624,300.00"
10.02.06,297.6221,298.1194,294.6104,"6,681,154,524.00"
09.02.06,297.5876,298.2781,294.0895,"5,036,879,641.00"
08.02.06,294.0895,296.5548,289.0158,"8,902,709,438.00"
07.02.06,296.5548,301.6327,296.4313,"5,655,617,516.00"
06.02.06,301.5166,301.8556,296.5254,"5,875,829,174.00"
03.02.06,296.5254,301.1219,296.171,"6,422,508,019.00"
02.02.06,301.1219,301.8465,299.9192,"6,892,391,343.00"
01.02.06,301.8465,301.9718,296.735,"6,679,016,624.00"
31.01.06,298.319,304.2258,298.3075,"9,300,995,131.00"
30.01.06,301.9356,302.0689,298.07,"6,034,074,231.00"
27.01.06,298.07,298.6617,291.6242,"7,836,129,650.00"
26.01.06,291.6242,292.9871,288.3212,"5,279,868,584.00"
25.01.06,289.8346,290.8716,288.1902,"5,912,734,307.00"
24.01.06,289.6419,289.9128,287.0362,"5,967,303,214.00"
23.01.06,287.0362,290.5091,286.7904,"4,792,811,833.00"
20.01.06,290.5091,291.8542,286.9774,"6,877,380,829.00"
19.01.06,286.9774,286.9881,280.5496,"6,622,032,139.00"
18.01.06,280.5496,284.479,280.1946,"6,730,579,784.00"
17.01.06,284.3233,287.9577,284.2553,"7,304,044,973.00"
16.01.06,285.5467,286.1202,282.459,"5,623,738,274.00"
13.01.06,282.459,285.5757,280.7029,"6,190,694,298.00"
12.01.06,285.5757,285.8615,281.8681,"7,563,659,604.00"
11.01.06,281.8681,283.3068,280.8256,"7,998,742,561.00"
10.01.06,281.9534,283.9881,279.9321,"7,313,871,345.00"
09.01.06,283.9881,285.4857,283.282,"5,501,378,517.00"
06.01.06,283.282,283.5521,280.6312,"5,014,583,835.00"
05.01.06,281.4702,283.9174,281.0984,"6,423,409,383.00"
04.01.06,282.5337,283.7137,280.3491,"7,191,709,448.00"
03.01.06,280.3491,281.1198,277.9481,"6,304,754,319.00"
02.01.06,277.9481,279.2821,277.9142,"2,090,384,408.00"
30.12.05,277.9142,278.4693,277.089,"2,952,931,513.00"
29.12.05,277.809,280.486,277.3057,"3,547,537,628.00"
28.12.05,277.3057,277.4159,272.7938,"3,141,538,059.00"
27.12.05,275.0808,276.6533,274.1137,"1,676,649,150.00"
23.12.05,275.5107,277.0366,274.6438,"5,808,013,003.00"
22.12.05,274.946,275.7683,272.4473,"5,792,859,174.00"
21.12.05,272.533,274.1235,271.3887,"5,248,447,393.00"
20.12.05,271.3887,271.4303,266.8987,"4,215,978,326.00"
19.12.05,267.6054,270.9407,267.597,"4,931,287,233.00"
16.12.05,270.8353,274.9817,270.5977,"4,911,073,343.00"
15.12.05,273.7434,278.2521,273.2231,"7,147,668,253.00"
14.12.05,277.9631,278.0132,275.7667,"5,290,639,347.00"
13.12.05,277.6235,278.5911,275.4565,"4,601,198,029.00"
12.12.05,275.4565,277.7214,275.4565,"3,080,861,444.00"
09.12.05,276.5861,277.7804,274.6622,"3,150,864,427.00"
